meanHits
0.58
0.51
0.7
0.52
0.7
0.73
0.67
0.45
0.68
0.51
0.48
0.6
0.4
0.56
0.59
0.85
0.59
0.52
0.52
0.77
0.52
0.56
0.63
0.48
0.41
0.64
0.74
0.52
0.45
0.61
0.68
0.85
0.55
0.48
0.47
0.6
0.51
0.66
0.57
0.57
0.61
0.66
0.55
0.63
0.49
0.44
0.63
0.56
0.43
0.5
0.59
0.6
0.61
0.51
0.48
0.88
0.6
0.54
0.57
0.71
0.62
0.46
0.59
0.52
0.76
0.54
0.5
0.69
0.49
0.66
0.53
0.63
0.56
0.4
0.6
0.68
0.62
0.61
0.48
0.57
0.73
0.67
0.46
0.69
0.66
0.69
0.69
0.45
0.67
0.66
0.55
0.47
0.55
0.65
0.56
0.65
0.68
0.59
0.49
0.51
0.73
0.59
0.76
0.76
0.66
0.6
0.54
0.48
0.43
0.59
0.37
0.68
0.45
0.58
0.73
0.51
0.65
0.53
0.47
0.55
0.48
0.51
0.6
0.82
0.61
0.68
0.57
0.56
0.63
0.52
0.49
0.44
0.61
0.51
0.74
0.47
0.59
0.91
0.53
0.62
0.62
0.43
0.58
0.77
0.68
0.56
0.51
0.53
0.57
0.62
0.66
0.59
0.7
0.5
0.52
0.61
0.63
0.6
0.52
0.65
0.57
0.83
0.45
0.42
0.45
0.45
0.45
0.61
0.53
0.45
0.43
0.4
0.69
0.4
0.6
0.4
0.56
0.41
0.43
0.56
0.63
0.46
0.65
0.6
0.49
0.68
0.57
0.56
0.47
0.46
0.58
0.48
0.67
0.55
0.62
0.63
0.4
0.54
0.56
0.5
0.54
0.64
0.56
0.67
0.54
0.57
0.61
0.51
0.57
0.58
0.6
0.44
0.45
0.55
0.53
0.39
0.5
0.52
0.87
0.49
0.62
0.67
0.6
0.62
0.39
0.38
0.5
0.46
0.77
0.45
0.55
0.44
0.51
0.62
0.53
0.71
0.44
0.49
0.64
0.6
0.61
0.63
0.58
0.53
0.57
0.58
0.57
0.63
0.53
0.48
0.4
0.67
0.49
0.65
0.37
0.7
0.5
0.56
0.59
0.53
0.66
0.54
0.53
0.5
0.53
0.51
0.45
0.38
0.48
0.65
0.52
0.63
0.54
0.63
0.48
0.45
0.61
0.5
0.51
0.61
0.64
0.59
0.52
0.64
0.58
0.71
0.57
0.59
0.38
0.46
0.47
0.48
0.67
0.72
0.48
0.59
0.57
0.34
0.52
0.6
0.77
0.54
0.58
0.71
0.72
0.41
0.56
0.8
0.52
0.5
0.6
0.6
0.48
0.59
0.44
0.75
0.67
0.58
0.46
0.49
0.44
0.59
0.63
0.5
0.44
0.67
0.61
0.36
0.44
0.58
0.39
0.52
0.58
0.4
0.57
0.56
0.7
0.51
0.44
0.44
0.33
0.52
0.41
0.66
0.83
0.66
0.64
0.53
0.59
0.5
0.58
0.59
0.46
0.56
0.45
0.67
0.43
0.61
0.68
0.44
0.59
0.8
0.62
0.55
0.52
0.52
0.64
0.6
0.58
0.52
0.63
0.53
0.77
0.63
0.59
0.47
0.58
0.62
0.51
0.43
0.87
0.52
0.54
0.67
0.51
0.63
0.39
0.59
0.63
0.47
0.6
0.8
0.8
0.81
0.52
0.43
0.7
0.69
0.58
0.64
0.44
0.52
0.52
0.51
0.57
0.52
0.64
0.69
0.34
0.51
0.82
0.49
0.55
0.54
0.46
0.73
0.54
0.55
0.64
0.62
0.66
0.65
0.53
0.47
0.71
0.59
0.55
0.58
0.62
0.6
0.73
0.5
0.69
0.67
0.58
0.75
0.44
0.48
0.48
0.65
0.61
0.82
0.62
0.44
0.74
0.51
0.56
0.42
0.63
0.53
0.75
0.84
0.67
0.67
0.5
0.39
0.47
0.54
0.62
0.62
0.75
0.39
0.68
0.34
0.49
0.55
0.56
0.32
0.52
0.51
0.46
0.58
0.57
0.43
0.51
0.61
0.68
0.56
0.57
0.41
0.52
0.5
0.61
0.73
0.59
0.47
0.61
0.66
0.5
0.41
0.87
0.64
0.63
0.54
0.69
0.64
0.69
0.63
0.47
0.56
