,0
4032,98
4033,78.69565217391292
4034,"[-5.0, 4.343959878939482]"
4035,97
4036,78.69565217391292
4037,"[-5.0, 4.343959878939482]"
4038,96
4039,80.43478260869553
4040,"[-5.0, 4.343959878939482]"
4041,95
4042,83.91304347826075
4043,"[-5.0, 4.343959878939482]"
4044,94
4045,83.04347826086945
4046,"[-5.0, 4.343959878939482]"
4047,93
4048,82.17391304347814
4049,"[-5.0, 4.343959878939482]"
4050,92
4051,83.91304347826075
4052,"[-5.0, 4.343959878939482]"
4053,91
4054,85.65217391304336
4055,"[-5.0, 4.343959878939482]"
4056,90
4057,83.04347826086945
4058,"[-5.0, 4.343959878939482]"
4059,89
4060,82.17391304347814
4061,"[-5.0, 4.343959878939482]"
4062,88
4063,87.39130434782597
4064,"[-5.0, 4.343959878939482]"
4065,87
4066,89.13043478260857
4067,"[-5.0, 4.343959878939482]"
4068,86
4069,92.6086956521738
4070,"[-5.0, 4.343959878939482]"
4071,85
4072,89.99999999999989
4073,"[-5.0, 4.343959878939482]"
4074,84
4075,89.99999999999989
4076,"[-5.0, 4.343959878939482]"
4077,83
4078,89.99999999999989
4079,"[-5.0, 4.343959878939482]"
4080,82
4081,84.78260869565206
4082,"[-5.0, 4.343959878939482]"
4083,81
4084,84.78260869565206
4085,"[-5.0, 4.343959878939482]"
4086,80
4087,82.17391304347815
4088,"[-5.0, 4.343959878939482]"
4089,79
4090,82.17391304347815
4091,"[-5.0, 4.343959878939482]"
4092,78
4093,85.65217391304337
4094,"[-5.0, 4.343959878939482]"
4095,77
4096,83.91304347826076
4097,"[-5.0, 4.343959878939482]"
4098,76
4099,87.39130434782598
4100,"[-5.0, 4.343959878939482]"
4101,75
4102,85.65217391304337
4103,"[-5.0, 4.343959878939482]"
4104,74
4105,85.65217391304337
4106,"[-5.0, 4.343959878939482]"
4107,73
4108,81.30434782608685
4109,"[-5.0, 4.343959878939482]"
4110,72
4111,83.04347826086946
4112,"[-5.0, 4.343959878939482]"
4113,71
4114,78.69565217391295
4115,"[-5.0, 4.343959878939482]"
4116,70
4117,75.21739130434773
4118,"[-5.0, 4.343959878939482]"
4119,69
4120,73.47826086956512
4121,"[-5.0, 4.343959878939482]"
4122,68
4123,64.78260869565207
4124,"[-5.0, 4.343959878939482]"
4125,67
4126,60.43478260869555
4127,"[-5.0, 4.343959878939482]"
4128,66
4129,55.21739130434772
4130,"[-5.0, 4.343959878939482]"
4131,65
4132,50.8695652173912
4133,"[-5.0, 4.343959878939482]"
4134,64
4135,47.39130434782598
4136,"[-5.0, 4.343959878939482]"
4137,63
4138,45.65217391304337
4139,"[-5.0, 4.343959878939482]"
4140,62
4141,44.782608695652065
4142,"[-5.0, 4.343959878939482]"
4143,61
4144,45.65217391304337
4145,"[-5.0, 4.343959878939482]"
4146,60
4147,43.91304347826076
4148,"[-5.0, 4.343959878939482]"
4149,59
4150,40.43478260869554
4151,"[-5.0, 4.343959878939482]"
4152,58
4153,38.69565217391293
4154,"[-5.0, 4.343959878939482]"
4155,57
4156,37.82608695652163
4157,"[-5.0, 4.343959878939482]"
4158,56
4159,39.56521739130424
4160,"[-5.0, 4.343959878939482]"
4161,55
4162,38.69565217391293
4163,"[-5.0, 4.343959878939482]"
4164,54
4165,38.69565217391293
4166,"[-5.0, 4.343959878939482]"
4167,53
4168,35.217391304347714
4169,"[-5.0, 4.343959878939482]"
4170,52
4171,35.217391304347714
4172,"[-5.0, 4.343959878939482]"
4173,51
4174,37.82608695652163
4175,"[-5.0, 4.343959878939482]"
4176,50
4177,34.34782608695641
4178,"[-5.0, 4.343959878939482]"
4179,49
4180,37.82608695652163
4181,"[-5.0, 4.343959878939482]"
4182,48
4183,32.60869565217381
4184,"[-5.0, 4.343959878939482]"
4185,47
4186,30.869565217391198
4187,"[-5.0, 4.343959878939482]"
4188,46
4189,29.999999999999893
4190,"[-5.0, 4.343959878939482]"
4191,45
4192,25.65217391304337
4193,"[-5.0, 4.343959878939482]"
4194,44
4195,23.91304347826076
4196,"[-5.0, 4.343959878939482]"
4197,43
4198,25.65217391304337
4199,"[-5.0, 4.343959878939482]"
4200,42
4201,23.91304347826076
4202,"[-5.0, 4.343959878939482]"
4203,41
4204,26.521739130434675
4205,"[-5.0, 4.343959878939482]"
4206,40
4207,24.782608695652065
4208,"[-5.0, 4.343959878939482]"
4209,39
4210,21.304347826086847
4211,"[-5.0, 4.343959878939482]"
4212,38
4213,16.08695652173902
4214,"[-5.0, 4.343959878939482]"
4215,37
4216,13.478260869565105
4217,"[-5.0, 4.343959878939482]"
4218,36
4219,9.999999999999888
4220,"[-5.0, 4.343959878939482]"
4221,35
4222,7.391304347825975
4223,"[-5.0, 4.343959878939482]"
4224,34
4225,3.9130434782607577
4226,"[-5.0, 4.343959878939482]"
4227,33
4228,0.4347826086955404
4229,"[-5.0, 4.343959878939482]"
4230,32
4231,356.9565217391303
4232,"[-5.0, 4.343959878939482]"
4233,31
4234,354.3478260869564
4235,"[-5.0, 4.343959878939482]"
4236,30
4237,352.60869565217376
4238,"[-5.0, 4.343959878939482]"
4239,29
4240,349.1304347826086
4241,"[-5.0, 4.343959878939482]"
4242,28
4243,348.26086956521726
4244,"[-5.0, 4.343959878939482]"
4245,27
4246,344.7826086956521
4247,"[-5.0, 4.343959878939482]"
4248,26
4249,340.43478260869557
4250,"[-5.0, 4.343959878939482]"
4251,25
4252,336.9565217391304
4253,"[-5.0, 4.343959878939482]"
4254,24
4255,330.86956521739125
4256,"[-5.0, 4.343959878939482]"
4257,23
4258,327.39130434782606
4259,"[-5.0, 4.343959878939482]"
4260,22
4261,325.65217391304344
4262,"[-5.0, 4.343959878939482]"
4263,21
4264,326.52173913043475
4265,"[-5.0, 4.343959878939482]"
4266,20
4267,327.39130434782606
4268,"[-5.0, 4.343959878939482]"
4269,19
4270,330.86956521739125
4271,"[-5.0, 4.343959878939482]"
4272,18
4273,333.4782608695652
4274,"[-5.0, 4.343959878939482]"
4275,17
4276,333.4782608695652
4277,"[-5.0, 4.343959878939482]"
4278,16
4279,333.4782608695652
4280,"[-5.0, 4.343959878939482]"
4281,15
4282,337.8260869565217
4283,"[-5.0, 4.343959878939482]"
4284,14
4285,338.695652173913
4286,"[-5.0, 4.343959878939482]"
4287,13
4288,336.08695652173907
4289,"[-5.0, 4.343959878939482]"
4290,12
4291,331.73913043478257
4292,"[-5.0, 4.343959878939482]"
4293,11
4294,330.86956521739125
4295,"[-5.0, 4.343959878939482]"
4296,10
4297,330.86956521739125
4298,"[-5.0, 4.343959878939482]"
4299,9
4300,330.86956521739125
4301,"[-5.0, 4.343959878939482]"
4302,8
4303,332.6086956521739
4304,"[-5.0, 4.343959878939482]"
4305,7
4306,331.73913043478257
4307,"[-5.0, 4.343959878939482]"
4308,6
4309,333.4782608695652
4310,"[-5.0, 4.343959878939482]"
4311,5
4312,334.3478260869565
4313,"[-5.0, 4.343959878939482]"
4314,4
4315,335.2173913043478
4316,"[-5.0, 4.343959878939482]"
4317,3
4318,338.695652173913
4319,"[-5.0, 4.343959878939482]"
4320,2
4321,338.695652173913
4322,"[-5.0, 4.343959878939482]"
4323,1
4324,339.5652173913043
4325,"[-5.0, 4.343959878939482]"
4326,2
4327,336.9565217391304
4328,"[-5.0, 4.343959878939482]"
4329,3
4330,336.08695652173907
4331,"[-5.0, 4.343959878939482]"
4332,4
4333,335.21739130434776
4334,"[-5.0, 4.343959878939482]"
4335,5
4336,337.8260869565217
4337,"[-5.0, 4.343959878939482]"
4338,6
4339,336.9565217391304
4340,"[-5.0, 4.343959878939482]"
4341,7
4342,331.73913043478257
4343,"[-5.0, 4.343959878939482]"
4344,8
4345,336.08695652173907
4346,"[-5.0, 4.343959878939482]"
4347,9
4348,332.6086956521739
4349,"[-5.0, 4.343959878939482]"
4350,10
4351,330.86956521739125
4352,"[-5.0, 4.343959878939482]"
4353,11
4354,331.73913043478257
4355,"[-5.0, 4.343959878939482]"
4356,12
4357,330.86956521739125
4358,"[-5.0, 4.343959878939482]"
4359,13
4360,329.13043478260863
4361,"[-5.0, 4.343959878939482]"
4362,14
4363,327.391304347826
4364,"[-5.0, 4.343959878939482]"
4365,15
4366,323.0434782608695
4367,"[-5.0, 4.343959878939482]"
4368,16
4369,324.78260869565213
4370,"[-5.0, 4.343959878939482]"
4371,17
4372,325.65217391304344
4373,"[-5.0, 4.343959878939482]"
4374,18
4375,323.0434782608695
4376,"[-5.0, 4.343959878939482]"
4377,19
4378,323.9130434782608
4379,"[-5.0, 4.343959878939482]"
4380,20
4381,320.4347826086956
4382,"[-5.0, 4.343959878939482]"
4383,21
4384,317.8260869565217
4385,"[-5.0, 4.343959878939482]"
4386,22
4387,316.08695652173907
4388,"[-5.0, 4.343959878939482]"
4389,23
4390,316.9565217391304
4391,"[-5.0, 4.343959878939482]"
4392,24
4393,314.34782608695645
4394,"[-5.0, 4.343959878939482]"
4395,25
4396,316.9565217391304
4397,"[-5.0, 4.343959878939482]"
4398,26
4399,318.695652173913
4400,"[-5.0, 4.343959878939482]"
4401,27
4402,318.695652173913
4403,"[-5.0, 4.343959878939482]"
4404,28
4405,317.8260869565217
4406,"[-5.0, 4.343959878939482]"
4407,29
4408,317.8260869565217
4409,"[-5.0, 4.343959878939482]"
4410,30
4411,317.8260869565217
4412,"[-5.0, 4.343959878939482]"
4413,31
4414,317.8260869565217
4415,"[-5.0, 4.343959878939482]"
4416,32
4417,317.8260869565217
4418,"[-5.0, 4.343959878939482]"
4419,33
4420,317.8260869565217
4421,"[-5.0, 4.343959878939482]"
4422,34
4423,317.8260869565217
4424,"[-5.0, 4.343959878939482]"
4425,35
4426,317.8260869565217
4427,"[-5.0, 4.343959878939482]"
4428,36
4429,317.8260869565217
4430,"[-5.0, 4.343959878939482]"
4431,37
4432,317.8260869565217
4433,"[-5.0, 4.343959878939482]"
4434,38
4435,317.8260869565217
4436,"[-5.0, 4.343959878939482]"
4437,39
4438,317.8260869565217
4439,"[-5.0, 4.343959878939482]"
4440,40
4441,317.8260869565217
4442,"[-5.0, 4.343959878939482]"
4443,41
4444,317.8260869565217
4445,"[-5.0, 4.343959878939482]"
4446,42
4447,317.8260869565217
4448,"[-5.0, 4.343959878939482]"
4449,43
4450,317.8260869565217
4451,"[-5.0, 4.343959878939482]"
4452,44
4453,317.8260869565217
4454,"[-5.0, 4.343959878939482]"
4455,45
4456,317.8260869565217
4457,"[-5.0, 4.343959878939482]"
4458,46
4459,317.8260869565217
4460,"[-5.0, 4.343959878939482]"
4461,47
4462,317.8260869565217
4463,"[-5.0, 4.343959878939482]"
4464,48
4465,317.8260869565217
4466,"[-5.0, 4.343959878939482]"
4467,49
4468,317.8260869565217
4469,"[-5.0, 4.343959878939482]"
4470,50
4471,317.8260869565217
4472,"[-5.0, 4.343959878939482]"
4473,51
4474,317.8260869565217
4475,"[-5.0, 4.343959878939482]"
4476,52
4477,317.8260869565217
4478,"[-5.0, 4.343959878939482]"
4479,53
4480,317.8260869565217
4481,"[-5.0, 4.343959878939482]"
4482,54
4483,317.8260869565217
4484,"[-5.0, 4.343959878939482]"
4485,55
4486,317.8260869565217
4487,"[-5.0, 4.343959878939482]"
4488,56
4489,317.8260869565217
4490,"[-5.0, 4.343959878939482]"
4491,57
4492,317.8260869565217
4493,"[-5.0, 4.343959878939482]"
4494,58
4495,317.8260869565217
4496,"[-5.0, 4.343959878939482]"
4497,59
4498,317.8260869565217
4499,"[-5.0, 4.343959878939482]"
4500,60
4501,317.8260869565217
4502,"[-5.0, 4.343959878939482]"
4503,61
4504,317.8260869565217
4505,"[-5.0, 4.343959878939482]"
4506,62
4507,317.8260869565217
4508,"[-5.0, 4.343959878939482]"
4509,63
4510,317.8260869565217
4511,"[-5.0, 4.343959878939482]"
4512,64
4513,317.8260869565217
4514,"[-5.0, 4.343959878939482]"
4515,65
4516,317.8260869565217
4517,"[-5.0, 4.343959878939482]"
4518,66
4519,317.8260869565217
4520,"[-5.0, 4.343959878939482]"
4521,67
4522,317.8260869565217
4523,"[-5.0, 4.343959878939482]"
4524,68
4525,317.8260869565217
4526,"[-5.0, 4.343959878939482]"
4527,69
4528,317.8260869565217
4529,"[-5.0, 4.343959878939482]"
4530,70
4531,317.8260869565217
4532,"[-5.0, 4.343959878939482]"
4533,71
4534,317.8260869565217
4535,"[-5.0, 4.343959878939482]"
4536,72
4537,317.8260869565217
4538,"[-5.0, 4.343959878939482]"
4539,73
4540,317.8260869565217
4541,"[-5.0, 4.343959878939482]"
4542,74
4543,317.8260869565217
4544,"[-5.0, 4.343959878939482]"
4545,75
4546,317.8260869565217
4547,"[-5.0, 4.343959878939482]"
4548,76
4549,317.8260869565217
4550,"[-5.0, 4.343959878939482]"
4551,77
4552,317.8260869565217
4553,"[-5.0, 4.343959878939482]"
4554,78
4555,317.8260869565217
4556,"[-5.0, 4.343959878939482]"
4557,79
4558,317.8260869565217
4559,"[-5.0, 4.343959878939482]"
4560,80
4561,317.8260869565217
4562,"[-5.0, 4.343959878939482]"
4563,81
4564,317.8260869565217
4565,"[-5.0, 4.343959878939482]"
4566,82
4567,317.8260869565217
4568,"[-5.0, 4.343959878939482]"
4569,83
4570,317.8260869565217
4571,"[-5.0, 4.343959878939482]"
4572,84
4573,317.8260869565217
4574,"[-5.0, 4.343959878939482]"
4575,85
4576,317.8260869565217
4577,"[-5.0, 4.343959878939482]"
4578,86
4579,317.8260869565217
4580,"[-5.0, 4.343959878939482]"
4581,87
4582,317.8260869565217
4583,"[-5.0, 4.343959878939482]"
4584,88
4585,317.8260869565217
4586,"[-5.0, 4.343959878939482]"
4587,89
4588,317.8260869565217
4589,"[-5.0, 4.343959878939482]"
4590,90
4591,317.8260869565217
4592,"[-5.0, 4.343959878939482]"
4593,91
4594,317.8260869565217
4595,"[-5.0, 4.343959878939482]"
4596,92
4597,317.8260869565217
4598,"[-5.0, 4.343959878939482]"
4599,93
4600,317.8260869565217
4601,"[-5.0, 4.343959878939482]"
4602,94
4603,317.8260869565217
4604,"[-5.0, 4.343959878939482]"
4605,95
4606,317.8260869565217
4607,"[-5.0, 4.343959878939482]"
4608,96
4609,317.8260869565217
4610,"[-5.0, 4.343959878939482]"
4611,97
4612,317.8260869565217
4613,"[-5.0, 4.343959878939482]"
4614,98
4615,317.8260869565217
4616,"[-5.0, 4.343959878939482]"
4617,99
4618,317.8260869565217
4619,"[-5.0, 4.343959878939482]"
4620,100
4621,317.8260869565217
4622,"[-5.0, 4.343959878939482]"
4623,101
4624,317.8260869565217
4625,"[-5.0, 4.343959878939482]"
4626,102
4627,317.8260869565217
4628,"[-5.0, 4.343959878939482]"
4629,103
4630,317.8260869565217
4631,"[-5.0, 4.343959878939482]"
4632,104
4633,317.8260869565217
4634,"[-5.0, 4.343959878939482]"
4635,105
4636,317.8260869565217
4637,"[-5.0, 4.343959878939482]"
4638,106
4639,317.8260869565217
4640,"[-5.0, 4.343959878939482]"
4641,107
4642,317.8260869565217
4643,"[-5.0, 4.343959878939482]"
4644,108
4645,317.8260869565217
4646,"[-5.0, 4.343959878939482]"
4647,109
4648,317.8260869565217
4649,"[-5.0, 4.343959878939482]"
4650,110
4651,317.8260869565217
4652,"[-5.0, 4.343959878939482]"
4653,111
4654,317.8260869565217
4655,"[-5.0, 4.343959878939482]"
4656,112
4657,317.8260869565217
4658,"[-5.0, 4.343959878939482]"
4659,113
4660,317.8260869565217
4661,"[-5.0, 4.343959878939482]"
4662,114
4663,317.8260869565217
4664,"[-5.0, 4.343959878939482]"
4665,115
4666,317.8260869565217
4667,"[-5.0, 4.343959878939482]"
4668,116
4669,317.8260869565217
4670,"[-5.0, 4.343959878939482]"
4671,117
4672,317.8260869565217
4673,"[-5.0, 4.343959878939482]"
4674,118
4675,317.8260869565217
4676,"[-5.0, 4.343959878939482]"
4677,119
4678,317.8260869565217
4679,"[-5.0, 4.343959878939482]"
4680,120
4681,317.8260869565217
4682,"[-5.0, 4.343959878939482]"
4683,121
4684,317.8260869565217
4685,"[-5.0, 4.343959878939482]"
4686,122
4687,317.8260869565217
4688,"[-5.0, 4.343959878939482]"
4689,123
4690,317.8260869565217
4691,"[-5.0, 4.343959878939482]"
4692,124
4693,317.8260869565217
4694,"[-5.0, 4.343959878939482]"
4695,125
4696,317.8260869565217
4697,"[-5.0, 4.343959878939482]"
4698,126
4699,317.8260869565217
4700,"[-5.0, 4.343959878939482]"
4701,127
4702,317.8260869565217
4703,"[-5.0, 4.343959878939482]"
4704,128
4705,317.8260869565217
4706,"[-5.0, 4.343959878939482]"
4707,129
4708,317.8260869565217
4709,"[-5.0, 4.343959878939482]"
4710,130
4711,317.8260869565217
4712,"[-5.0, 4.343959878939482]"
4713,131
4714,317.8260869565217
4715,"[-5.0, 4.343959878939482]"
4716,132
4717,317.8260869565217
4718,"[-5.0, 4.343959878939482]"
4719,133
4720,317.8260869565217
4721,"[-5.0, 4.343959878939482]"
4722,134
4723,317.8260869565217
4724,"[-5.0, 4.343959878939482]"
4725,135
4726,317.8260869565217
4727,"[-5.0, 4.343959878939482]"
4728,136
4729,317.8260869565217
4730,"[-5.0, 4.343959878939482]"
4731,137
4732,317.8260869565217
4733,"[-5.0, 4.343959878939482]"
4734,138
4735,317.8260869565217
4736,"[-5.0, 4.343959878939482]"
4737,139
4738,317.8260869565217
4739,"[-5.0, 4.343959878939482]"
4740,140
4741,317.8260869565217
4742,"[-5.0, 4.343959878939482]"
4743,141
4744,317.8260869565217
4745,"[-5.0, 4.343959878939482]"
4746,142
4747,317.8260869565217
4748,"[-5.0, 4.343959878939482]"
4749,143
4750,317.8260869565217
4751,"[-5.0, 4.343959878939482]"
4752,144
4753,317.8260869565217
4754,"[-5.0, 4.343959878939482]"
4755,145
4756,317.8260869565217
4757,"[-5.0, 4.343959878939482]"
4758,146
4759,317.8260869565217
4760,"[-5.0, 4.343959878939482]"
4761,147
4762,317.8260869565217
4763,"[-5.0, 4.343959878939482]"
4764,148
4765,317.8260869565217
4766,"[-5.0, 4.343959878939482]"
4767,149
4768,317.8260869565217
4769,"[-5.0, 4.343959878939482]"
4770,150
4771,317.8260869565217
4772,"[-5.0, 4.343959878939482]"
4773,151
4774,317.8260869565217
4775,"[-5.0, 4.343959878939482]"
4776,152
4777,317.8260869565217
4778,"[-5.0, 4.343959878939482]"
4779,153
4780,317.8260869565217
4781,"[-5.0, 4.343959878939482]"
4782,154
4783,317.8260869565217
4784,"[-5.0, 4.343959878939482]"
4785,155
4786,317.8260869565217
4787,"[-5.0, 4.343959878939482]"
4788,156
4789,317.8260869565217
4790,"[-5.0, 4.343959878939482]"
4791,157
4792,317.8260869565217
4793,"[-5.0, 4.343959878939482]"
4794,158
4795,317.8260869565217
4796,"[-5.0, 4.343959878939482]"
4797,159
4798,317.8260869565217
4799,"[-5.0, 4.343959878939482]"
4800,160
4801,317.8260869565217
4802,"[-5.0, 4.343959878939482]"
4803,161
4804,317.8260869565217
4805,"[-5.0, 4.343959878939482]"
4806,162
4807,317.8260869565217
4808,"[-5.0, 4.343959878939482]"
4809,163
4810,317.8260869565217
4811,"[-5.0, 4.343959878939482]"
4812,164
4813,317.8260869565217
4814,"[-5.0, 4.343959878939482]"
4815,165
4816,317.8260869565217
4817,"[-5.0, 4.343959878939482]"
4818,166
4819,317.8260869565217
4820,"[-5.0, 4.343959878939482]"
4821,167
4822,317.8260869565217
4823,"[-5.0, 4.343959878939482]"
4824,168
4825,317.8260869565217
4826,"[-5.0, 4.343959878939482]"
4827,169
4828,317.8260869565217
4829,"[-5.0, 4.343959878939482]"
4830,170
4831,317.8260869565217
4832,"[-5.0, 4.343959878939482]"
4833,171
4834,317.8260869565217
4835,"[-5.0, 4.343959878939482]"
4836,172
4837,317.8260869565217
4838,"[-5.0, 4.343959878939482]"
4839,173
4840,317.8260869565217
4841,"[-5.0, 4.343959878939482]"
4842,174
4843,317.8260869565217
4844,"[-5.0, 4.343959878939482]"
4845,175
4846,317.8260869565217
4847,"[-5.0, 4.343959878939482]"
4848,176
4849,317.8260869565217
4850,"[-5.0, 4.343959878939482]"
4851,177
4852,317.8260869565217
4853,"[-5.0, 4.343959878939482]"
4854,178
4855,317.8260869565217
4856,"[-5.0, 4.343959878939482]"
4857,179
4858,317.8260869565217
4859,"[-5.0, 4.343959878939482]"
4860,180
4861,317.8260869565217
4862,"[-5.0, 4.343959878939482]"
4863,181
4864,317.8260869565217
4865,"[-5.0, 4.343959878939482]"
4866,182
4867,317.8260869565217
4868,"[-5.0, 4.343959878939482]"
4869,183
4870,317.8260869565217
4871,"[-5.0, 4.343959878939482]"
4872,184
4873,317.8260869565217
4874,"[-5.0, 4.343959878939482]"
4875,185
4876,317.8260869565217
4877,"[-5.0, 4.343959878939482]"
4878,186
4879,317.8260869565217
4880,"[-5.0, 4.343959878939482]"
4881,187
4882,317.8260869565217
4883,"[-5.0, 4.343959878939482]"
4884,188
4885,317.8260869565217
4886,"[-5.0, 4.343959878939482]"
4887,189
4888,317.8260869565217
4889,"[-5.0, 4.343959878939482]"
4890,190
4891,317.8260869565217
4892,"[-5.0, 4.343959878939482]"
4893,191
4894,317.8260869565217
4895,"[-5.0, 4.343959878939482]"
4896,192
4897,317.8260869565217
4898,"[-5.0, 4.343959878939482]"
4899,193
4900,317.8260869565217
4901,"[-5.0, 4.343959878939482]"
4902,194
4903,317.8260869565217
4904,"[-5.0, 4.343959878939482]"
4905,195
4906,317.8260869565217
4907,"[-5.0, 4.343959878939482]"
4908,196
4909,317.8260869565217
4910,"[-5.0, 4.343959878939482]"
4911,197
4912,317.8260869565217
4913,"[-5.0, 4.343959878939482]"
4914,198
4915,317.8260869565217
4916,"[-5.0, 4.343959878939482]"
4917,199
4918,317.8260869565217
4919,"[-5.0, 4.343959878939482]"
4920,200
4921,317.8260869565217
4922,"[-5.0, 4.343959878939482]"
4923,201
4924,317.8260869565217
4925,"[-5.0, 4.343959878939482]"
4926,202
4927,317.8260869565217
4928,"[-5.0, 4.343959878939482]"
4929,203
4930,317.8260869565217
4931,"[-5.0, 4.343959878939482]"
4932,204
4933,317.8260869565217
4934,"[-5.0, 4.343959878939482]"
4935,205
4936,317.8260869565217
4937,"[-5.0, 4.343959878939482]"
4938,206
4939,317.8260869565217
4940,"[-5.0, 4.343959878939482]"
4941,207
4942,317.8260869565217
4943,"[-5.0, 4.343959878939482]"
4944,208
4945,317.8260869565217
4946,"[-5.0, 4.343959878939482]"
4947,209
4948,317.8260869565217
4949,"[-5.0, 4.343959878939482]"
4950,210
4951,317.8260869565217
4952,"[-5.0, 4.343959878939482]"
4953,211
4954,317.8260869565217
4955,"[-5.0, 4.343959878939482]"
4956,212
4957,317.8260869565217
4958,"[-5.0, 4.343959878939482]"
4959,213
4960,317.8260869565217
4961,"[-5.0, 4.343959878939482]"
4962,214
4963,317.8260869565217
4964,"[-5.0, 4.343959878939482]"
4965,215
4966,317.8260869565217
4967,"[-5.0, 4.343959878939482]"
4968,216
4969,317.8260869565217
4970,"[-5.0, 4.343959878939482]"
4971,217
4972,317.8260869565217
4973,"[-5.0, 4.343959878939482]"
4974,218
4975,317.8260869565217
4976,"[-5.0, 4.343959878939482]"
4977,219
4978,317.8260869565217
4979,"[-5.0, 4.343959878939482]"
4980,220
4981,317.8260869565217
4982,"[-5.0, 4.343959878939482]"
4983,221
4984,317.8260869565217
4985,"[-5.0, 4.343959878939482]"
4986,222
4987,317.8260869565217
4988,"[-5.0, 4.343959878939482]"
4989,223
4990,317.8260869565217
4991,"[-5.0, 4.343959878939482]"
4992,224
4993,317.8260869565217
4994,"[-5.0, 4.343959878939482]"
4995,225
4996,317.8260869565217
4997,"[-5.0, 4.343959878939482]"
4998,226
4999,317.8260869565217
5000,"[-5.0, 4.343959878939482]"
5001,227
5002,317.8260869565217
5003,"[-5.0, 4.343959878939482]"
5004,228
5005,317.8260869565217
5006,"[-5.0, 4.343959878939482]"
5007,229
5008,317.8260869565217
5009,"[-5.0, 4.343959878939482]"
5010,230
5011,317.8260869565217
5012,"[-5.0, 4.343959878939482]"
5013,231
5014,317.8260869565217
5015,"[-5.0, 4.343959878939482]"
5016,232
5017,317.8260869565217
5018,"[-5.0, 4.343959878939482]"
5019,233
5020,317.8260869565217
5021,"[-5.0, 4.343959878939482]"
5022,234
5023,317.8260869565217
5024,"[-5.0, 4.343959878939482]"
5025,235
5026,323.0434782608695
5027,"[-5.0, 4.343959878939482]"
5028,236
5029,323.0434782608695
5030,"[-5.0, 4.343959878939482]"
5031,237
5032,323.9130434782608
5033,"[-5.0, 4.343959878939482]"
5034,238
5035,323.9130434782608
5036,"[-5.0, 4.343959878939482]"
5037,239
5038,323.9130434782608
5039,"[-5.0, 4.343959878939482]"
5040,240
5041,323.9130434782608
5042,"[-5.0, 4.343959878939482]"
5043,241
5044,323.9130434782608
5045,"[-5.0, 4.343959878939482]"
5046,242
5047,323.9130434782608
5048,"[-5.0, 4.343959878939482]"
5049,243
5050,323.9130434782608
5051,"[-5.0, 4.343959878939482]"
5052,244
5053,326.52173913043475
5054,"[-5.0, 4.343959878939482]"
5055,245
5056,327.39130434782606
5057,"[-5.0, 4.343959878939482]"
5058,246
5059,328.2608695652174
5060,"[-5.0, 4.343959878939482]"
5061,247
5062,328.2608695652174
5063,"[-5.0, 4.343959878939482]"
5064,248
5065,328.2608695652174
5066,"[-5.0, 4.343959878939482]"
5067,249
5068,328.2608695652174
5069,"[-5.0, 4.343959878939482]"
5070,250
5071,328.2608695652174
5072,"[-5.0, 4.343959878939482]"
5073,251
5074,330.0
5075,"[-5.0, 4.343959878939482]"
5076,252
5077,330.8695652173913
5078,"[-5.0, 4.343959878939482]"
5079,253
5080,334.3478260869565
5081,"[-5.0, 4.343959878939482]"
5082,254
5083,334.3478260869565
5084,"[-5.0, 4.343959878939482]"
5085,255
5086,332.6086956521739
5087,"[-5.0, 4.343959878939482]"
5088,256
5089,329.1304347826087
5090,"[-5.0, 4.343959878939482]"
5091,257
5092,326.52173913043475
5093,"[-5.0, 4.343959878939482]"
5094,258
5095,323.04347826086956
5096,"[-5.0, 4.343959878939482]"
5097,259
5098,323.9130434782609
5099,"[-5.0, 4.343959878939482]"
5100,260
5101,326.5217391304348
5102,"[-5.0, 4.343959878939482]"
5103,261
5104,325.6521739130435
5105,"[-5.0, 4.343959878939482]"
5106,262
5107,325.6521739130435
5108,"[-5.0, 4.343959878939482]"
5109,263
5110,327.3913043478261
5111,"[-5.0, 4.343959878939482]"
5112,264
5113,325.6521739130435
5114,"[-5.0, 4.343959878939482]"
5115,265
5116,325.6521739130435
5117,"[-5.0, 4.343959878939482]"
5118,266
5119,327.3913043478261
5120,"[-5.0, 4.343959878939482]"
5121,267
5122,324.7826086956522
5123,"[-5.0, 4.343959878939482]"
5124,268
5125,324.7826086956522
5126,"[-5.0, 4.343959878939482]"
5127,269
5128,328.2608695652174
5129,"[-5.0, 4.343959878939482]"
5130,270
5131,331.73913043478257
5132,"[-5.0, 4.343959878939482]"
5133,271
5134,329.99999999999994
5135,"[-5.0, 4.343959878939482]"
5136,272
5137,331.73913043478257
5138,"[-5.0, 4.343959878939482]"
5139,273
5140,334.3478260869565
5141,"[-5.0, 4.343959878939482]"
5142,274
5143,336.0869565217391
5144,"[-5.0, 4.343959878939482]"
5145,275
5146,336.95652173913044
5147,"[-5.0, 4.343959878939482]"
5148,276
5149,335.2173913043478
5150,"[-5.0, 4.343959878939482]"
5151,277
5152,336.95652173913044
5153,"[-5.0, 4.343959878939482]"
5154,278
5155,336.0869565217391
5156,"[-5.0, 4.343959878939482]"
5157,279
5158,339.5652173913043
5159,"[-5.0, 4.343959878939482]"
5160,280
5161,340.4347826086956
5162,"[-5.0, 4.343959878939482]"
5163,281
5164,343.9130434782608
5165,"[-5.0, 4.343959878939482]"
5166,282
5167,349.99999999999994
